timestamp,j1,j2,j3,j4,j5,j6,x,y,z,alpha,beta,gamma
412039910.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94943,16.33436,218.81595,174.7841,0.0,2.0
412050289.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94943,16.33436,218.81595,174.7841,0.0,2.0
412060622.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94943,16.33436,218.81595,174.7841,0.0,2.0
412070956.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94943,16.33436,218.81595,174.7841,0.0,2.0
412081289.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94943,16.33436,218.81595,174.7841,0.0,2.0
412091622.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94943,16.33436,218.81595,174.7841,0.0,2.0
412101955.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412112334.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412122668.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412133001.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412143334.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412153667.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412164046.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412174380.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412184713.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412195046.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412205379.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412215712.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412226092.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412236425.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412246758.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412257091.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412267424.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412277804.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412288137.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412298470.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412308803.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412319136.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412329469.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412339849.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412350182.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412360515.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412370848.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412381181.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412391561.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94813,16.48373,218.8141,174.72484,0.0,2.0
412401894.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412412227.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412422560.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412432893.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412443226.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412453606.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412463939.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412474272.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412484605.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412494938.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412505271.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412515651.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412525984.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412536317.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412546650.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412556983.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412567363.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412577696.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412588029.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412598362.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412608695.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412619028.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412629408.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412639741.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412650074.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412660407.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412670740.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412681120.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
412691453.0,0.0,0.0,0.0,0.0,0.0,0.0,119.94687,16.63309,218.81056,174.66556,0.0,2.0
